Latitude (decimal degrees):	42.605
Longitude (decimal degrees):	23.482
Elevation (m):	699
Radiation database:	PVGIS-SARAH2


Slope: 17 deg. 
Azimuth: 7 deg. 
Nominal power of the PV system (c-Si) (kWp):	3.2
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200418:0610,1068.83,415.65,26.5,10.34,0.76,0.0
20200418:0710,1620.51,630.16,37.1,14.2,1.03,0.0
20200418:0810,2070.88,817.67,46.7,16.19,1.72,0.0
20200418:0910,2217.44,884.91,54.24,17.3,2.07,0.0
20200418:1010,2474.56,1004.95,58.06,18.15,2.07,0.0
20200418:1110,2396.86,975.94,56.77,18.85,1.93,0.0
20200418:1210,2045.41,821.47,50.9,19.31,1.86,0.0
20200418:1310,1866.21,743.16,42.18,19.54,1.79,0.0
20200418:1410,1413.7,557.65,31.99,19.41,1.72,0.0
20200418:1510,840.1,343.58,21.14,19.02,1.45,0.0
20200418:1610,236.03,124.14,10.11,17.88,0.97,0.0
20200418:1710,0.0,0.0,0.0,17.54,0.62,0.0
20200418:1810,0.0,0.0,0.0,16.67,0.41,0.0
20200418:1910,0.0,0.0,0.0,15.82,0.83,0.0
20200418:2010,0.0,0.0,0.0,14.44,1.03,0.0
20200418:2110,0.0,0.0,0.0,13.28,1.1,0.0
20200418:2210,0.0,0.0,0.0,12.16,1.1,0.0
20200418:2310,0.0,0.0,0.0,11.08,1.24,0.0
20200419:0010,0.0,0.0,0.0,9.34,1.38,0.0
20200419:0110,0.0,0.0,0.0,7.88,1.59,0.0
20200419:0210,0.0,0.0,0.0,6.69,1.72,0.0
20200419:0310,0.0,0.0,0.0,5.98,1.72,0.0
20200419:0410,16.29,15.48,4.81,5.61,1.66,0.0
20200419:0510,353.15,150.1,15.78,6.81,1.38,0.0
20200419:0610,703.68,275.53,26.77,11.42,0.9,0.0
20200419:0710,1474.21,572.97,37.39,14.31,0.9,0.0
20200419:0810,1775.97,706.12,47.02,16.78,0.9,0.0
20200419:0910,1813.41,728.11,54.58,18.32,1.1,0.0
20200419:1010,2252.32,920.03,58.41,19.36,1.59,0.0
20200419:1110,2444.67,1002.82,57.09,20.34,2.07,0.0
20200419:1210,2275.14,921.34,51.17,20.98,2.41,0.0
20200419:1310,1989.7,794.13,42.41,21.01,2.41,0.0
20200419:1410,1461.28,577.09,32.19,21.04,2.48,0.0
20200419:1510,866.94,355.76,21.33,20.53,2.14,0.0
20200419:1610,248.48,132.49,10.3,19.34,1.52,0.0
20200419:1710,0.0,0.0,0.0,18.34,0.76,0.0
20200419:1810,0.0,0.0,0.0,17.66,0.62,0.0
20200419:1910,0.0,0.0,0.0,17.59,0.55,0.0
20200419:2010,0.0,0.0,0.0,16.1,0.69,0.0
20200419:2110,0.0,0.0,0.0,14.76,0.83,0.0
20200419:2210,0.0,0.0,0.0,13.62,0.9,0.0
20200419:2310,0.0,0.0,0.0,12.41,0.9,0.0
20200420:0010,0.0,0.0,0.0,11.35,0.97,0.0
20200420:0110,0.0,0.0,0.0,11.16,0.76,0.0
20200420:0210,0.0,0.0,0.0,11.05,0.62,0.0
20200420:0310,0.0,0.0,0.0,10.94,0.34,0.0
20200420:0410,4.06,8.71,5.08,10.82,0.0,0.0
20200420:0510,275.94,120.2,16.05,10.77,0.14,0.0
20200420:0610,637.38,252.32,27.04,12.42,0.55,0.0
20200420:0710,838.34,324.79,37.67,12.9,1.38,0.0
20200420:0810,1368.48,526.49,47.32,13.84,1.72,0.0
20200420:0910,567.97,226.93,54.92,14.61,1.93,0.0
20200420:1010,1030.02,399.82,58.76,15.27,2.28,0.0
20200420:1110,873.66,340.89,57.41,15.48,2.48,0.0
20200420:1210,914.91,355.08,51.44,15.12,2.69,0.0
20200420:1310,275.42,118.87,42.63,13.88,2.48,0.0
20200420:1410,398.18,163.27,32.39,13.07,2.34,0.0
20200420:1510,195.33,88.41,21.51,11.88,2.14,0.0
20200420:1610,78.34,43.22,10.49,11.15,2.14,0.0
20200420:1710,0.0,0.0,0.0,10.2,2.0,0.0
20200420:1810,0.0,0.0,0.0,9.42,1.93,0.0
20200420:1910,0.0,0.0,0.0,8.38,1.93,0.0
20200420:2010,0.0,0.0,0.0,7.74,1.93,0.0
20200420:2110,0.0,0.0,0.0,7.01,1.93,0.0
20200420:2210,0.0,0.0,0.0,6.26,2.48,0.0
20200420:2310,0.0,0.0,0.0,5.58,2.48,0.0
20200421:0010,0.0,0.0,0.0,5.05,2.48,0.0
20200421:0110,0.0,0.0,0.0,4.68,2.41,0.0
20200421:0210,0.0,0.0,0.0,4.38,2.21,0.0
20200421:0310,0.0,0.0,0.0,4.09,2.21,0.0
20200421:0410,0.0,4.84,5.35,3.84,2.21,0.0
20200421:0510,25.12,19.65,16.31,3.69,2.28,0.0
20200421:0610,78.98,42.24,27.31,3.51,2.34,0.0
20200421:0710,176.93,78.59,37.95,2.75,2.62,0.0
20200421:0810,254.3,106.1,47.63,2.76,2.76,0.0
20200421:0910,355.49,141.46,55.25,2.86,2.9,0.0
20200421:1010,391.9,154.23,59.1,3.16,3.1,0.0
20200421:1110,355.14,141.46,57.72,3.12,3.03,0.0
20200421:1210,321.66,129.67,51.7,2.83,2.9,0.0
20200421:1310,212.74,91.36,42.85,2.63,2.69,0.0
20200421:1410,144.74,66.8,32.58,2.4,2.62,0.0
20200421:1510,107.87,53.05,21.7,1.96,2.34,0.0
20200421:1610,31.94,22.59,10.67,1.58,2.14,0.0
20200421:1710,0.0,0.0,0.0,1.18,1.93,0.0
20200421:1810,0.0,0.0,0.0,0.92,1.72,0.0
20200421:1910,0.0,0.0,0.0,1.05,2.28,0.0
20200421:2010,0.0,0.0,0.0,1.01,2.0,0.0
20200421:2110,0.0,0.0,0.0,0.85,1.79,0.0
20200421:2210,0.0,0.0,0.0,0.72,1.66,0.0
20200421:2310,0.0,0.0,0.0,0.69,1.59,0.0
20200422:0010,0.0,0.0,0.0,0.6,1.59,0.0
20200422:0110,0.0,0.0,0.0,0.52,1.52,0.0
20200422:0210,0.0,0.0,0.0,0.52,1.59,0.0
20200422:0310,0.0,0.0,0.0,0.45,1.45,0.0
20200422:0410,0.0,4.91,5.62,0.34,1.38,0.0
20200422:0510,172.7,76.62,16.57,0.95,1.31,0.0
20200422:0610,493.95,189.67,27.58,2.25,1.52,0.0
20200422:0710,1056.06,387.29,38.23,3.6,2.14,0.0
20200422:0810,1638.72,602.36,47.93,5.22,2.55,0.0
20200422:0910,2356.45,883.39,55.58,6.69,3.03,0.0
20200422:1010,2571.97,978.01,59.44,7.75,3.03,0.0
20200422:1110,1941.89,727.2,58.04,8.34,3.1,0.0
20200422:1210,1500.1,559.76,51.96,9.03,3.03,0.0
20200422:1310,1496.74,557.18,43.07,9.15,2.97,0.0
20200422:1410,1337.66,497.21,32.77,8.82,2.83,0.0
20200422:1510,852.42,328.47,21.88,8.76,2.76,0.0
20200422:1610,265.28,127.44,10.86,7.97,2.41,0.0
20200422:1710,0.0,0.0,0.0,6.91,2.0,0.0
20200422:1810,0.0,0.0,0.0,5.37,1.66,0.0
20200422:1910,0.0,0.0,0.0,3.83,1.45,0.0
20200422:2010,0.0,0.0,0.0,2.58,1.24,0.0
20200422:2110,0.0,0.0,0.0,1.77,1.24,0.0
20200422:2210,0.0,0.0,0.0,0.98,1.31,0.0
20200422:2310,0.0,0.0,0.0,0.14,1.52,0.0
20200423:0010,0.0,0.0,0.0,-0.41,1.72,0.0
20200423:0110,0.0,0.0,0.0,-0.86,1.66,0.0
20200423:0210,0.0,0.0,0.0,-1.28,1.59,0.0
20200423:0310,0.0,0.0,0.0,-1.51,1.45,0.0
20200423:0410,45.09,29.41,5.88,-1.41,1.31,0.0
20200423:0510,502.37,215.98,16.83,0.33,1.03,0.0
20200423:0610,1188.58,445.13,27.84,4.15,1.38,0.0
20200423:0710,1796.06,667.03,38.5,6.22,1.86,0.0
20200423:0810,2251.04,849.04,48.22,7.74,2.34,0.0
20200423:0910,2572.48,984.6,55.91,8.99,2.83,0.0
20200423:1010,2701.5,1047.97,59.78,10.14,2.83,0.0
20200423:1110,2587.87,1004.71,58.34,10.95,2.76,0.0
20200423:1210,2328.0,894.87,52.21,11.72,2.9,0.0
20200423:1310,1961.06,743.47,43.28,11.65,2.83,0.0
20200423:1410,1435.23,539.49,32.97,10.95,2.62,0.0
20200423:1510,865.92,336.75,22.06,10.65,2.55,0.0
20200423:1610,296.8,149.68,11.04,9.65,2.07,0.0
20200423:1710,0.0,0.0,0.0,8.34,1.66,0.0
20200423:1810,0.0,0.0,0.0,6.47,1.38,0.0
20200423:1910,0.0,0.0,0.0,5.05,1.45,0.0
20200423:2010,0.0,0.0,0.0,4.32,1.17,0.0
20200423:2110,0.0,0.0,0.0,3.56,1.17,0.0
20200423:2210,0.0,0.0,0.0,2.46,1.24,0.0
20200423:2310,0.0,0.0,0.0,1.34,1.38,0.0
20200424:0010,0.0,0.0,0.0,0.75,1.45,0.0
20200424:0110,0.0,0.0,0.0,0.47,1.38,0.0
20200424:0210,0.0,0.0,0.0,0.5,1.24,0.0
20200424:0310,0.0,0.0,0.0,0.71,1.1,0.0
20200424:0410,47.58,31.78,6.14,1.23,0.97,0.0
20200424:0510,511.07,221.86,17.09,2.51,0.55,0.0
20200424:0610,1192.06,451.94,28.09,5.53,0.69,0.0
20200424:0710,1802.82,681.71,38.77,7.62,1.03,0.0
20200424:0810,2257.86,871.34,48.51,9.38,1.45,0.0
20200424:0910,2554.27,1004.96,56.23,10.69,1.72,0.0
20200424:1010,2669.98,1068.69,60.11,11.75,1.59,0.0
20200424:1110,2600.77,1045.02,58.65,12.58,1.45,0.0
20200424:1210,2449.06,984.24,52.47,13.26,1.1,0.0
20200424:1310,2100.0,830.64,43.49,13.32,0.83,0.0
20200424:1410,1639.62,638.55,33.16,13.72,0.83,0.0
20200424:1510,970.56,386.54,22.25,13.42,1.03,0.0
20200424:1610,298.34,151.75,11.23,12.58,1.24,0.0
20200424:1710,0.0,0.0,0.0,10.98,1.38,0.0
20200424:1810,0.0,0.0,0.0,8.48,1.24,0.0
20200424:1910,0.0,0.0,0.0,9.03,0.97,0.0
20200424:2010,0.0,0.0,0.0,8.57,0.83,0.0
20200424:2110,0.0,0.0,0.0,7.3,0.97,0.0
20200424:2210,0.0,0.0,0.0,6.62,0.97,0.0
20200424:2310,0.0,0.0,0.0,6.17,1.03,0.0
20200425:0010,0.0,0.0,0.0,5.71,1.17,0.0
20200425:0110,0.0,0.0,0.0,4.65,1.31,0.0
20200425:0210,0.0,0.0,0.0,3.46,1.45,0.0
20200425:0310,0.0,0.0,0.0,2.31,1.52,0.0
20200425:0410,41.25,30.76,6.39,1.6,1.59,0.0
20200425:0510,514.43,224.03,17.33,3.53,1.24,0.0
20200425:0610,1182.62,452.69,28.35,8.49,1.1,0.0
20200425:0710,1757.54,671.81,39.04,11.11,1.38,0.0
20200425:0810,2218.11,863.25,48.8,12.97,1.93,0.0
20200425:0910,2527.07,994.39,56.54,14.26,2.69,0.0
20200425:1010,2648.51,1051.83,60.44,15.2,2.9,0.0
20200425:1110,2601.41,1034.28,58.95,16.03,2.97,0.0
20200425:1210,2436.8,962.09,52.72,16.7,3.03,0.0
20200425:1310,2062.3,801.93,43.71,16.97,3.1,0.0
20200425:1410,1588.16,612.68,33.35,16.97,3.03,0.0
20200425:1510,946.14,378.17,22.43,16.54,2.76,0.0
20200425:1610,289.22,147.29,11.41,15.61,2.0,0.0
20200425:1710,0.0,0.0,0.0,13.78,1.45,0.0
20200425:1810,0.0,0.0,0.0,12.08,1.24,0.0
20200425:1910,0.0,0.0,0.0,11.39,1.31,0.0
20200425:2010,0.0,0.0,0.0,9.37,1.59,0.0
20200425:2110,0.0,0.0,0.0,7.66,1.72,0.0
20200425:2210,0.0,0.0,0.0,6.77,1.72,0.0
20200425:2310,0.0,0.0,0.0,6.41,1.86,0.0
20200426:0010,0.0,0.0,0.0,6.27,1.72,0.0
20200426:0110,0.0,0.0,0.0,6.08,1.59,0.0
20200426:0210,0.0,0.0,0.0,5.67,1.59,0.0
20200426:0310,0.0,0.0,0.0,5.22,1.59,0.0
20200426:0410,44.38,28.47,6.64,5.17,1.52,0.0
20200426:0510,330.62,137.84,17.58,6.84,1.1,0.0
20200426:0610,554.56,219.02,28.59,10.53,0.9,0.0
20200426:0710,707.58,275.25,39.29,11.98,1.66,0.0
20200426:0810,1277.79,489.53,49.08,12.86,1.79,0.0
20200426:0910,1545.12,595.09,56.86,13.79,2.14,0.0
20200426:1010,677.6,267.2,60.77,14.69,2.28,0.0
20200426:1110,1446.85,561.41,59.25,15.26,2.07,0.0
20200426:1210,2235.14,888.84,52.97,15.44,1.66,0.0
20200426:1310,1092.16,426.29,43.92,15.76,1.17,0.0
20200426:1410,385.02,161.11,33.53,15.98,0.9,0.0
20200426:1510,399.36,166.61,22.61,15.66,0.83,0.0
20200426:1610,189.66,90.82,11.59,15.18,1.1,0.0
20200426:1710,0.0,0.0,0.0,13.6,1.03,0.0
20200426:1810,0.0,0.0,0.0,12.58,0.83,0.0
20200426:1910,0.0,0.0,0.0,10.82,1.1,0.0
20200426:2010,0.0,0.0,0.0,10.22,1.03,0.0
20200426:2110,0.0,0.0,0.0,8.83,1.17,0.0
20200426:2210,0.0,0.0,0.0,7.18,1.31,0.0
20200426:2310,0.0,0.0,0.0,6.77,1.1,0.0
20200427:0010,0.0,0.0,0.0,7.53,0.55,0.0
20200427:0110,0.0,0.0,0.0,7.09,0.48,0.0
20200427:0210,0.0,0.0,0.0,6.88,0.55,0.0
20200427:0310,0.0,0.0,0.0,6.49,0.41,0.0
20200427:0410,9.34,11.79,6.89,6.21,0.41,0.0
20200427:0510,400.13,165.59,17.82,6.42,0.21,0.0
20200427:0610,1147.68,442.7,28.84,9.1,0.41,0.0
20200427:0710,1773.31,678.47,39.55,10.22,1.03,0.0
20200427:0810,2209.89,859.44,49.36,11.73,1.59,0.0
20200427:0910,2352.22,924.66,57.16,12.84,1.93,0.0
20200427:1010,2636.7,1057.1,61.09,13.79,1.93,0.0
20200427:1110,2619.14,1050.82,59.54,14.69,2.07,0.0
20200427:1210,2471.81,982.36,53.21,15.31,2.21,0.0
20200427:1310,2053.66,801.24,44.12,15.51,2.21,0.0
20200427:1410,1476.51,569.8,33.72,15.61,2.14,0.0
20200427:1510,955.33,380.61,22.78,15.28,2.0,0.0
20200427:1610,304.26,152.53,11.77,14.53,1.59,0.0
20200427:1710,0.0,0.0,0.0,12.96,1.1,0.0
20200427:1810,0.0,0.0,0.0,12.31,0.9,0.0
20200427:1910,0.0,0.0,0.0,12.09,0.9,0.0
20200427:2010,0.0,0.0,0.0,11.34,0.9,0.0
20200427:2110,0.0,0.0,0.0,9.92,1.1,0.0
20200427:2210,0.0,0.0,0.0,8.24,1.24,0.0
20200427:2310,0.0,0.0,0.0,7.62,1.31,0.0
20200428:0010,0.0,0.0,0.0,7.26,1.38,0.0
20200428:0110,0.0,0.0,0.0,6.68,1.45,0.0
20200428:0210,0.0,0.0,0.0,5.89,1.52,0.0
20200428:0310,0.0,0.0,0.0,4.95,1.59,0.0
20200428:0410,53.95,38.79,7.13,4.26,1.66,0.0
20200428:0510,525.66,227.78,18.06,6.12,1.17,0.0
20200428:0610,1162.66,450.08,29.07,11.02,0.97,0.0
20200428:0710,1734.88,674.03,39.8,13.15,0.9,0.0
20200428:0810,2132.1,852.63,49.63,14.93,0.83,0.0
20200428:0910,1608.64,638.57,57.47,16.39,0.83,0.0
20200428:1010,1652.42,656.8,61.41,17.48,1.31,0.0
20200428:1110,2061.63,831.52,59.83,18.04,1.45,0.0
20200428:1210,1471.3,582.36,53.45,18.48,1.52,0.0
20200428:1310,1123.71,442.8,44.33,18.54,1.59,0.0
20200428:1410,101.7,54.03,33.9,18.17,1.66,0.0
20200428:1510,385.41,162.18,22.96,17.46,1.72,0.0
20200428:1610,64.45,38.31,11.95,16.53,1.38,0.0
20200428:1710,0.0,0.0,0.0,14.94,0.97,0.0
20200428:1810,0.0,0.0,0.0,13.15,1.17,0.0
20200428:1910,0.0,0.0,0.0,11.67,1.59,0.0
20200428:2010,0.0,0.0,0.0,10.39,1.66,0.0
20200428:2110,0.0,0.0,0.0,9.33,1.66,0.0
20200428:2210,0.0,0.0,0.0,8.39,1.59,0.0
20200428:2310,0.0,0.0,0.0,7.84,1.52,0.0
20200429:0010,0.0,0.0,0.0,7.29,1.52,0.0
20200429:0110,0.0,0.0,0.0,6.95,1.52,0.0
20200429:0210,0.0,0.0,0.0,6.55,1.52,0.0
20200429:0310,0.0,0.0,0.0,6.13,1.59,0.0
20200429:0410,40.0,26.52,7.37,5.84,1.52,0.0
20200429:0510,481.22,203.72,18.29,8.43,0.97,0.0
20200429:0610,1075.87,418.54,29.31,12.57,1.03,0.0
20200429:0710,1453.22,562.02,40.04,14.17,1.24,0.0
20200429:0810,1422.34,553.63,49.9,15.35,1.45,0.0
20200429:0910,1808.29,713.33,57.76,16.57,1.72,0.0
20200429:1010,304.61,131.64,61.73,17.35,1.93,0.0
20200429:1110,1146.82,449.02,60.12,17.55,2.34,0.0
20200429:1210,2238.05,887.19,53.69,17.51,2.55,0.0
20200429:1310,1226.18,475.49,44.53,17.03,2.62,0.0
20200429:1410,845.63,331.61,34.09,16.8,2.21,0.0
20200429:1510,489.41,200.62,23.14,16.74,2.0,0.0
20200429:1610,187.26,88.75,12.13,14.64,1.86,0.0
20200429:1710,0.0,0.0,0.0,13.32,1.17,0.0
20200429:1810,0.0,0.0,0.0,12.1,0.9,0.0
20200429:1910,0.0,0.0,0.0,11.19,1.24,0.0
20200429:2010,0.0,0.0,0.0,9.69,1.45,0.0
20200429:2110,0.0,0.0,0.0,8.91,1.38,0.0
20200429:2210,0.0,0.0,0.0,8.18,1.45,0.0
20200429:2310,0.0,0.0,0.0,7.27,1.45,0.0
20200430:0010,0.0,0.0,0.0,6.88,1.45,0.0
20200430:0110,0.0,0.0,0.0,6.65,1.38,0.0
20200430:0210,0.0,0.0,0.0,6.4,1.38,0.0
20200430:0310,0.0,0.0,0.0,6.17,1.31,0.0
20200430:0410,79.23,43.3,7.6,6.17,1.17,0.0
20200430:0510,174.34,79.57,18.51,8.35,0.69,0.0
20200430:0610,1051.78,407.66,29.53,11.57,0.83,0.0
20200430:0710,1342.82,512.78,40.28,12.49,1.66,0.0
20200430:0810,2037.89,791.84,50.16,13.74,1.93,0.0
20200430:0910,2084.99,815.43,58.06,14.56,2.21,0.0
20200430:1010,2211.68,870.6,62.04,14.99,2.34,0.0
20200430:1110,1275.58,493.77,60.4,15.33,2.34,0.0
20200430:1210,150.56,72.69,53.93,15.77,2.28,0.0
20200430:1310,1957.25,761.75,44.73,15.82,2.28,0.0
20200430:1410,1571.58,606.3,34.27,15.81,2.28,0.0
20200430:1510,973.82,387.92,23.31,15.43,2.07,0.0
20200430:1610,232.8,109.27,12.31,15.0,1.52,0.0
20200430:1710,0.0,0.0,0.0,13.86,1.03,0.0
20200430:1810,0.0,0.0,0.0,12.62,1.1,0.0
20200430:1910,0.0,0.0,0.0,12.21,0.62,0.0
20200430:2010,0.0,0.0,0.0,10.36,1.03,0.0
20200430:2110,0.0,0.0,0.0,9.18,1.24,0.0
20200430:2210,0.0,0.0,0.0,8.26,1.31,0.0
20200430:2310,0.0,0.0,0.0,7.41,1.38,0.0
20200501:0010,0.0,0.0,0.0,6.55,1.52,0.0
20200501:0110,0.0,0.0,0.0,6.06,1.52,0.0
20200501:0210,0.0,0.0,0.0,5.63,1.52,0.0
20200501:0310,0.0,0.0,0.0,5.43,1.45,0.0
20200501:0410,78.21,49.29,7.83,5.5,1.38,0.0
20200501:0510,531.87,228.87,18.74,7.9,0.9,0.0
20200501:0610,984.67,381.68,29.76,11.81,0.9,0.0
20200501:0710,1307.14,503.53,40.51,13.38,1.17,0.0
20200501:0810,1076.99,417.19,50.42,14.6,1.72,0.0
20200501:0910,1853.86,718.92,58.34,15.08,2.62,0.0
20200501:1010,1226.08,473.67,62.34,15.48,2.83,0.0
20200501:1110,869.38,340.04,60.68,15.94,2.55,0.0
20200501:1210,714.66,282.31,54.16,16.18,2.69,0.0
20200501:1310,842.59,330.31,44.93,16.41,2.34,0.0
20200501:1410,231.94,103.15,34.44,14.8,2.62,0.0
20200501:1510,782.08,308.66,23.48,13.2,1.59,0.0
20200501:1610,161.98,77.3,12.49,13.2,1.24,0.0
20200501:1710,0.0,0.0,0.0,12.67,0.83,0.0
20200501:1810,0.0,0.0,0.0,11.25,1.38,0.0
20200501:1910,0.0,0.0,0.0,10.81,1.17,0.0
20200501:2010,0.0,0.0,0.0,10.14,1.17,0.0
20200501:2110,0.0,0.0,0.0,9.18,1.31,0.0
20200501:2210,0.0,0.0,0.0,8.08,1.45,0.0
20200501:2310,0.0,0.0,0.0,7.43,1.59,0.0
20200502:0010,0.0,0.0,0.0,7.19,1.52,0.0
20200502:0110,0.0,0.0,0.0,6.86,1.45,0.0
20200502:0210,0.0,0.0,0.0,6.14,1.52,0.0
20200502:0310,0.0,0.0,0.0,5.76,1.45,0.0
20200502:0410,98.56,54.75,8.05,5.61,1.45,0.0
20200502:0510,548.61,237.06,18.95,7.79,0.97,0.0
20200502:0610,1095.33,423.25,29.98,11.02,0.83,0.0
20200502:0710,1537.31,590.66,40.74,12.63,1.24,0.0
20200502:0810,1471.07,567.76,50.67,13.92,1.66,0.0
20200502:0910,2045.47,799.4,58.63,14.64,2.21,0.0
20200502:1010,1692.48,655.93,62.64,14.84,2.41,0.0
20200502:1110,1011.58,392.25,60.96,14.76,2.21,0.0
20200502:1210,469.06,190.58,54.39,14.68,2.0,0.0
20200502:1310,226.91,101.18,45.12,14.45,2.21,0.0
20200502:1410,536.03,213.95,34.62,13.26,1.66,0.0
20200502:1510,327.52,137.81,23.65,12.7,1.03,0.0
20200502:1610,66.14,38.31,12.66,11.61,1.03,0.0
20200502:1710,0.0,0.0,0.0,10.71,0.97,0.0
20200502:1810,0.0,0.0,0.0,9.96,0.62,0.0
20200502:1910,0.0,0.0,0.0,9.94,0.62,0.0
20200502:2010,0.0,0.0,0.0,8.38,1.17,0.0
20200502:2110,0.0,0.0,0.0,7.79,1.17,0.0
20200502:2210,0.0,0.0,0.0,7.49,1.31,0.0
20200502:2310,0.0,0.0,0.0,8.03,1.59,0.0
20200503:0010,0.0,0.0,0.0,7.9,2.07,0.0
20200503:0110,0.0,0.0,0.0,7.57,1.79,0.0
20200503:0210,0.0,0.0,0.0,7.2,1.79,0.0
20200503:0310,0.0,0.0,0.0,7.05,1.59,0.0
20200503:0410,4.42,8.84,8.27,7.05,1.52,0.0
20200503:0510,35.26,24.56,19.17,7.19,1.72,0.0
20200503:0610,202.37,89.4,30.19,7.53,2.62,0.0
20200503:0710,224.13,97.25,40.97,7.46,2.76,0.0
20200503:0810,381.28,153.25,50.91,7.41,3.03,0.0
20200503:0910,505.86,197.46,58.9,7.7,3.1,0.0
20200503:1010,292.29,121.81,62.94,7.78,3.24,0.0
20200503:1110,349.86,142.44,61.23,7.98,3.1,0.0
20200503:1210,292.13,121.81,54.62,7.87,3.17,0.0
20200503:1310,352.67,143.43,45.32,7.82,2.76,0.0
20200503:1410,148.67,69.75,34.8,7.98,2.69,0.0
20200503:1510,102.24,52.07,23.82,7.76,2.34,0.0
20200503:1610,117.57,57.96,12.83,7.72,2.34,0.0
20200503:1710,0.0,0.0,0.0,7.45,1.79,0.0
20200503:1810,0.0,0.0,0.0,6.97,1.66,0.0
20200503:1910,0.0,0.0,0.0,6.34,1.93,0.0
20200503:2010,0.0,0.0,0.0,6.05,1.93,0.0
20200503:2110,0.0,0.0,0.0,5.74,1.93,0.0
20200503:2210,0.0,0.0,0.0,5.0,1.86,0.0
20200503:2310,0.0,0.0,0.0,4.46,1.86,0.0
20200504:0010,0.0,0.0,0.0,4.41,1.86,0.0
20200504:0110,0.0,0.0,0.0,4.3,1.93,0.0
20200504:0210,0.0,0.0,0.0,4.5,2.0,0.0
20200504:0310,0.0,0.0,0.0,4.53,2.07,0.0
20200504:0410,18.88,16.7,8.48,4.39,2.0,0.0
20200504:0510,194.3,85.47,19.37,4.5,2.14,0.0
20200504:0610,756.22,283.63,30.4,4.94,2.48,0.0
20200504:0710,1305.44,476.67,41.19,5.5,3.52,0.0
20200504:0810,1757.76,645.45,51.15,5.96,3.24,0.0
20200504:0910,1955.65,723.69,59.18,7.17,3.72,0.0
20200504:1010,1108.7,412.35,63.23,7.75,3.66,0.0
20200504:1110,948.13,355.1,61.5,8.21,3.72,0.0
20200504:1210,416.0,166.02,54.84,8.44,3.79,0.0
20200504:1310,130.21,62.87,45.51,8.33,3.03,0.0
20200504:1410,161.7,74.66,34.97,8.15,2.41,0.0
20200504:1510,151.23,70.73,23.99,7.98,2.14,0.0
20200504:1610,46.4,29.47,13.01,7.66,2.0,0.0
20200504:1710,0.0,3.87,2.34,7.35,1.66,0.0
20200504:1810,0.0,0.0,0.0,6.94,1.52,0.0
20200504:1910,0.0,0.0,0.0,6.77,1.17,0.0
20200504:2010,0.0,0.0,0.0,6.66,1.31,0.0
20200504:2110,0.0,0.0,0.0,6.39,1.31,0.0
20200504:2210,0.0,0.0,0.0,6.14,1.38,0.0
20200504:2310,0.0,0.0,0.0,5.6,1.38,0.0
20200505:0010,0.0,0.0,0.0,4.89,1.52,0.0
20200505:0110,0.0,0.0,0.0,4.52,1.45,0.0
20200505:0210,0.0,0.0,0.0,3.94,1.31,0.0
20200505:0310,0.0,0.0,0.0,3.33,1.38,0.0
20200505:0410,74.62,53.55,8.69,2.99,1.45,0.0
20200505:0510,586.78,248.92,19.58,5.08,1.03,0.0
20200505:0610,1238.34,469.69,30.6,8.19,1.45,0.0
20200505:0710,1818.37,684.83,41.4,9.53,2.0,0.0
20200505:0810,2261.66,869.36,51.39,10.94,2.14,0.0
20200505:0910,2529.25,990.38,59.44,12.29,2.34,0.0
20200505:1010,2663.84,1055.78,63.52,13.72,2.55,0.0
20200505:1110,2587.71,1031.06,61.76,14.91,2.41,0.0
20200505:1210,2428.32,959.76,55.06,15.88,2.62,0.0
20200505:1310,2106.21,821.11,45.69,16.45,2.69,0.0
20200505:1410,1621.31,625.8,35.14,16.58,2.69,0.0
20200505:1510,963.55,383.22,24.16,16.34,2.48,0.0
20200505:1610,314.53,149.05,13.18,15.7,1.86,0.0
20200505:1710,0.13,5.8,2.53,14.14,0.97,0.0
20200505:1810,0.0,0.0,0.0,14.23,0.34,0.0
20200505:1910,0.0,0.0,0.0,12.73,1.17,0.0
20200505:2010,0.0,0.0,0.0,10.37,1.45,0.0
20200505:2110,0.0,0.0,0.0,9.0,1.59,0.0
20200505:2210,0.0,0.0,0.0,8.08,1.66,0.0
20200505:2310,0.0,0.0,0.0,7.69,1.72,0.0
20200506:0010,0.0,0.0,0.0,7.94,1.93,0.0
20200506:0110,0.0,0.0,0.0,8.49,2.07,0.0
20200506:0210,0.0,0.0,0.0,8.95,1.93,0.0
20200506:0310,0.0,0.0,0.0,9.46,2.07,0.0
20200506:0410,4.32,8.84,8.9,9.63,1.93,0.0
20200506:0510,78.82,43.22,19.77,9.91,1.66,0.0
20200506:0610,273.15,116.9,30.8,11.08,1.24,0.0
20200506:0710,185.02,84.48,41.61,11.47,1.59,0.0
20200506:0810,260.19,111.99,51.62,11.47,3.45,0.0
20200506:0910,194.62,87.43,59.7,10.19,3.52,0.0
20200506:1010,182.24,82.52,63.81,9.04,2.9,0.0
20200506:1110,177.22,80.55,62.03,8.6,2.41,0.0
20200506:1210,274.91,115.92,55.28,8.19,2.41,0.0
20200506:1310,212.61,93.32,45.88,7.96,2.28,0.0
20200506:1410,102.18,52.07,35.31,7.84,2.21,0.0
20200506:1510,218.14,95.29,24.33,7.77,2.07,0.0
